"SUBMITTER_NAME","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","depth_ft","ceratophyllum_demersum","potamogeton_crispus","latitude","longitude","chara_sp","elodea_canadensis","potamogeton_pusillus","stuckenia_pectinata","lemna_minor","potamogeton_zosteriformis","spirodela_polyrrhiza","algae","najas_flexilis","potamogeton_foliosus","vallisneria_americana","najas_sp","lake_name","najas_guadalupensis"
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","14","9.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","15","1.31",NA,"1",NA,NA,NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","16","5.91",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","17","12.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","18","7.87","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","19","4.27",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","20","7.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","21","9.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","22","3.61",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","23","3.28",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","24","12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","25","6.56",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","26","3.94",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","27","4.92",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","28","10.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","29","11.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","30","7.22",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","31","2.62",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","32","5.58",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","33","12.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","34","9.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","35","7.22",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","36","2.95",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","37","6.89",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","38","12.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","39","8.2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","40","6.56",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","41","4.59",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","42","9.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","43","10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","44","8.2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","45","5.58",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","46","10.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","47","9.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","48","5.58",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","49","9.19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","50","8.2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","51","4.59",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","52","5.91",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","53","7.87","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","54","4.92",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","55","4.59",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","56","5.58",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","57","4.92",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","58","4.27","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","59","4.27","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-06-07","5","2024-02-13 15:15:49.874399","Justin Townsend","60","3.94",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capitol Region Watershed District","62005500","2023-07-13","5","2024-02-13 15:23:23.770396","Justin Townsend","1","2.62",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
